6.634276967319568286e+00 -3.917643161681687047e+01 1.305056706306702097e+02 9.999840640995172336e+00 -1.343303275763198315e+02 2.032948119043218316e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.918582897516269981e+00 -1.290796233255941274e+02 1.512227410267557275e+02 -3.072647504524120832e-01 -3.108111404114061429e+02 1.340829464005920846e+00 8.847752951676557132e+01 -2.231127245343992342e+02
6.628236676695930640e+00 9.557562505810642506e+01 6.515511794313199800e+01 6.947994960762872374e+00 -5.104511015043633648e+01 2.338502885245569707e-01 9.402906021130559111e+01 -9.935953160529988963e+02
8.291434448258414136e+00 -1.269384629643691085e+02 1.011690452133590234e+01 -9.119663922854318372e+00 3.784174878563878508e+01 2.327004367475963509e+00 1.006978823992452163e+02 -6.508154049699960524e+02
1.901414986686869701e+00 9.944324523412372230e+01 7.468068712514238428e+01 4.327946744226239262e-01 4.080353901564749322e+02 -1.482153201186956037e+00 9.548942708024510750e+01 -6.696604767872217963e+02
2.288438883572629035e+00 2.687187071972267631e+02 1.412846066080250012e+02 1.913065451891576618e+00 -2.499915187682512396e+02 1.794181826167096094e+00 1.028947810506287794e+02 -5.977789623638724379e+02
1.618113374357177037e+01 -1.231634245914029258e+01 7.107845568811360693e+01 9.588197224377321248e+00 9.892679156072372848e+01 -1.257592597633360398e+00 8.509636446686188549e+01 -7.483759950863665154e+02
1.693271282610591655e+01 -1.233033291679361412e+02 2.696050831826311978e+01 7.036658828808942445e+00 2.572535645632163082e+01 -9.587309573631986881e-01 1.096897351964180700e+02 -5.745604881753887412e+02
1.078321361375702381e+01 5.249363180773111281e+01 1.680497434697526273e+02 -7.216334728089377926e+00 1.360461717935916113e+02 -1.879666136691974687e+00 9.184757360412680782e+01 -9.086170295448033585e+02
1.863310830831220599e+01 2.045597463347925427e+01 1.162827267074749784e+02 1.721925115646897453e+01 -8.020310256767815815e+01 1.044444546132459406e+00 1.223813409587034471e+02 -7.997562256811989982e+02
1.497057765509328142e+01 -8.969261046726423103e+01 1.463518897426947376e+02 -4.732359113194254618e+00 -1.353178252482604194e+02 2.100957962837027626e+00 9.573228643829664009e+01 -8.272518192853224264e+02
