6.634276967319562068e+00 -3.917643161681661468e+01 1.305056706306702097e+02 9.999840640995170560e+00 -1.343303275763198030e+02 2.032948119043232194e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.330935054075106372e+00 -1.301882774544912422e+02 1.525259416428138479e+02 7.326257938518741852e+00 -1.578202129757659691e+02 -2.899308845095980303e-01 4.870743803845541464e+01 -6.692283580572224082e+02
1.900092525115485742e+01 -8.329675610256822438e+01 3.008514030082190160e+01 8.579839169991156922e+00 3.550965280299131877e+01 -8.645047698717510665e-01 1.067423104064982056e+02 -5.668795692226005940e+02
4.123171546515756347e+00 -7.675853715086577722e+01 6.454082666286589642e+01 1.535525260874852549e+01 -9.501778550680931801e+01 -1.190480799058527106e+00 9.561566652342833095e+01 -5.230382174562492992e+02
1.072548097704036607e+01 -6.470447342572171578e+01 9.877130920122911562e+01 1.349676654654561681e+01 -3.803273770357509420e+01 -4.622662611342016059e-01 4.013425488111710848e+01 -4.836613953959336527e+02
1.612728647162055395e+01 7.549197768762346605e+00 4.455556704396455814e+01 1.176690008175196489e+01 9.532578371275168649e+01 -1.150735095560981414e+00 4.984442417754118537e+01 -6.899912590143735542e+02
6.100139998360814886e+00 -6.985454560544995672e+01 1.369478925967581802e+02 5.447165367736784169e+00 -2.162859717197288489e+02 2.052377476216167562e-01 6.721888004676188189e+01 -6.626380502461437061e+01
1.328709428870147491e+01 9.693457835412455381e+01 1.374790316214726431e+02 -4.156179116108359217e+00 1.372942810184459006e+02 -1.637655870153459148e+00 9.136111480509582350e+01 -8.670020516964207218e+02
1.583577971091155945e+01 -6.538175563213260943e+01 6.776945960846528294e+01 1.146861949522276447e+01 5.755341584727234761e+01 -5.739763751140287695e-01 7.241391499197581538e+01 -5.478311159243008888e+02
3.381362856933096595e+01 6.221421713417389299e+01 3.007442350751523108e+01 3.252642564090680821e+01 1.038063284376739119e+02 -9.195706512425305679e-01 1.352103011355762874e+02 -2.192317393524346869e+02
2.002308851824209057e+01 3.727825291220619874e+01 6.528169393152383293e+01 8.505193780774929380e+00 9.758328047468638999e+01 -9.712562622602848306e-01 7.775848311365834320e+01 -5.082969204728165096e+02
