6.634276967319568286e+00 -3.917643161681687047e+01 1.305056706306702097e+02 9.999840640995172336e+00 -1.343303275763198315e+02 2.032948119043218316e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.573521479162075565e+01 5.916311694266558163e+01 1.091211914491122172e+02 1.964908906938922684e+01 -1.316588500303197584e+01 4.006360043494294754e-01 9.813239601702525761e+01 -1.380051108985520614e+02
9.656709321818082614e+00 1.283074137202138143e+00 1.994169367701540807e+02 -1.195226763216604127e+01 2.961569915164985467e+00 -2.819860181151839562e+00 9.269663225417771457e+01 -8.676184444342010238e+02
1.104484163954408338e+01 6.627516677400315359e+01 1.467536742022697638e+02 1.485286012648554888e+01 -4.739844915130061764e+01 4.858637339413833800e-01 9.414624470730635153e+01 -7.139477224387947274e+01
9.195425755843832150e+00 1.649885775466953675e+01 2.507826090820265819e+01 -1.112415180055576513e+01 -1.085121517663738189e+02 2.183111226404979899e+00 8.251566043424415398e+01 -6.195607187911639357e+02
1.322673480701408621e+01 -3.850567618111976742e+01 1.367724969527575496e+01 1.636235552642840574e+01 2.398355374214006019e+00 -1.428207244063365966e+00 1.027368549420464348e+02 -3.656938953855278669e+02
1.041176934205014071e+01 -1.538824779883626093e+02 1.638494553173026134e+02 -5.239180059476288065e+00 -1.325259481810100795e+02 2.102572633100965316e+00 1.045626139814356890e+02 -7.744258770194786621e+02
1.493564861282661838e+01 1.782954673855593342e+01 3.220314410467441490e+01 1.608636964360643873e+01 9.453050229280151484e+01 -1.331104022102543638e+00 9.098319736590467244e+01 -3.980013705049531154e+02
2.892439399346174866e+01 -1.415266008964995876e+02 3.994751895588046153e+01 5.963344175430362881e-01 -7.379248368015977633e+01 1.598684735755352415e+00 8.239084119746483736e+01 -4.611637956091278170e+02
7.661733841670271161e+00 4.012444524439783322e+01 1.687432541033744258e+02 1.081176385197717416e+01 -8.034522742701120990e+01 2.879039306312780044e-01 9.275377474764002272e+01 -1.514851115099324907e+01
2.137263514625220751e+01 5.404515281149749484e+01 3.577890223563188243e+01 9.733012906200620762e+00 8.915175932493437472e+01 -1.164981304002225437e+00 1.030952705875398294e+02 -5.296483639258628955e+02
