5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 7.676860238085385646e+00 -1.047960967347555368e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 6.763720537054191517e+00 -9.512400797887155477e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 8.487327607264234075e+00 -8.889274707313910540e+01 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 7.255090118619189177e+00 -2.424874938641857796e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.348842502296881207e+01 -3.246303461559392076e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.717585091580265555e+01 -4.931404442121473153e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 9.658932102303333878e+00 -2.887305135869255679e+01 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 4.816462897237467011e+00 -1.661554480540167162e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.830218117937074007e+00 -6.165268101949475295e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 5.196946973593789210e+00 -5.905259181882782826e+01 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.580920473694806816e+01 -6.070289465687383199e+02 0.000000000000000000e+00
5.666320652352826670e+00 4.687611131850488988e+01 1.332246940851693751e+02 -1.054406909229886197e-01 -1.295420582392854669e+02 -1.743928672412621006e-01 3.812002397583179203e+01 -4.188723545604521519e+02 1.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.338242947095574920e+01 -4.322592263322940767e+02 0.000000000000000000e+00
2.788889395534112747e+00 6.977805051174830453e+01 2.468133111683420680e+02 1.378157855683918465e+00 1.390098120853412524e+02 -1.383683228250871311e+00 2.617082400186748004e+01 -3.974300251466639224e+02 1.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.762909355475212791e+01 -3.491120358567697508e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 7.824406201398010019e+00 -9.548091383699755852e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 6.626397896873761795e+00 -5.500110158231409514e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 3.167105230860303156e+00 -3.607977327806447647e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.254253740951650542e+01 -3.948366116443959868e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 4.579691239897555555e+00 -6.924094462652376478e+02 0.000000000000000000e+00
6.172975843988687039e+00 6.318063716470318525e+01 9.611030327500871806e+01 1.320992087793098624e-01 -1.204720743164467507e+02 -2.509350583570216786e-01 2.922342809955442888e+01 -1.009866189651897912e+02 1.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.401228075848191779e+01 -5.713606231709459280e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.248286316943462992e+01 -9.700965246672036528e+02 0.000000000000000000e+00
5.971519922401293812e+00 3.642095954193515439e+01 1.153358845034006350e+02 -4.612204461353960894e-01 -1.205094645815730274e+02 -1.406076422586329810e-01 1.418998530894822174e+01 -6.870467715904480883e+02 0.000000000000000000e+00
