6.634276967319568286e+00 -3.917643161681687047e+01 1.305056706306702097e+02 9.999840640995172336e+00 -1.343303275763198315e+02 2.032948119043218316e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.217425585173083302e+00 -8.835060286568824495e+01 3.657049668960916620e+02 -4.440511540463112361e+00 -5.389307476745702097e+00 3.106341548029218025e+00 9.827103000340707695e+01 -5.050403763085090532e+02
4.314957923311210664e+01 -6.925190799237262240e+01 2.566441855156179486e+01 5.301875370016361444e+00 -5.650473742037445390e+01 1.499186107648710076e+00 1.074511052939491691e+02 -4.512785982653780934e+02
1.495737945767027988e+01 6.349204073713332264e+01 1.184360023717337356e+02 1.850366443504729119e+01 -1.878847643241963183e+01 3.972386532947461690e-01 1.007219867745617705e+02 -1.185279208602352270e+02
2.097276830492741340e+01 5.160514367574658934e+01 3.948035688434649160e+01 9.981742094083996264e+00 9.139527446730433269e+01 -1.127461649332880844e+00 1.008561147394508737e+02 -5.294807580694292710e+02
7.752607576641224796e+00 -2.591963614906632429e+01 3.281979315156936394e+01 -1.361879575183765922e+01 -2.396134153666136513e+01 2.326000916591225653e+00 9.698193358905729156e+01 -6.261701273691097640e+02
1.159499303453978314e+01 -6.101570440359753889e+01 1.814981433808609097e+02 -1.063281435902783478e+01 -6.772436815925928499e+01 2.759141352366825117e+00 9.816647464382853627e+01 -8.367913328629842908e+02
1.048713266126241983e+01 1.579385281424961818e+02 1.439170286191225898e+02 -6.290129571111569895e+00 1.017960170277529954e+02 -1.877270742367504797e+00 9.573005410139028015e+01 -7.700701041359724286e+02
7.705738466211221827e+00 -1.226736615079708486e+02 -1.210637552348492640e+01 9.608821393493485630e+00 -1.192469543920491049e+02 -1.806414800338567384e+00 1.021245841044689655e+02 -3.335731512165179993e+02
4.233377642554253839e+01 -6.289766135582561901e+01 2.812246978202372105e+01 1.069248974478590064e+01 -6.297466049298877522e+01 1.512571044245002438e+00 9.186555022917832503e+01 -4.684650851606631932e+02
5.196647741586539127e+01 -2.100910684822022034e+01 2.348720046495150271e+01 1.622529753524124274e+01 -4.481587138706505158e+01 1.449101507236807196e+00 1.045356723699309782e+02 -4.646202590987203962e+02
